cuenta||partido||tweet
marianorajoy||pp||Un placer conocerte y conversar contigo, @Arranz_D; ganador del concurso #SoyPopular. Te deseo lo mejor, #ContigoCreceEspaña. https://t.co/a7Ad2ciZDC
marianorajoy||pp||🌳 Plantamos una encina en los jardines de @barcelohoteles en Sevilla, donde celebramos la Convención Nacional. Somos un partido con raíces, corazón y la fuerza de nuestros afiliados, #ContigoCreceEspaña.40 años de historia y democracia. https://t.co/FG6KkOf6jW
marianorajoy||pp||Convención Nacional del @PPopular, #ContigoCreceEspaña. Bienvenidos. https://t.co/NA6DEMkZ7d
marianorajoy||pp||En breve llegamos a Sevilla para inaugurar la Convención Nacional del @PPopular. Os esperamos, #ContigoCreceEspaña. https://t.co/x59936mBrm
marianorajoy||pp||Mañana comienza la Convención Nacional del @PPopular, #ContigoCreceEspaña. Mi agradecimiento a todos los trabajadores por su entrega estos días para que todo esté listo para la inauguración. MR https://t.co/E49lMZm7Eg
marianorajoy||pp||El pueblo venezolano sigue contando con el apoyo de España en la defensa de la libertad, el progreso, los derechos humanos y elecciones democráticas con plenas garantías. Con @JulioBorges, @alcaldeledezma y @carlosvecchio en La Moncloa. https://t.co/8X42XxaQSX
marianorajoy||pp||Recibo en La Moncloa, tal y como me comprometí, a representantes de las camareras de piso (Kellys), a quienes he trasladado mi interés en su situación y mi disponibilidad a seguir avanzando en la mejora de las condiciones laborales de este colectivo. https://t.co/hqKFRY8gzr
marianorajoy||pp||Felicito a @Antonio_Tajani por el Premio Europeo Carlos V, que recibirá en España. Merecida distinción por su defensa del proyecto europeo, la paz, la democracia y los derechos humanos. MR
marianorajoy||pp||He tenido la oportunidad de tratar con el Presidente Bouteflika asuntos de interés en la región para #España y #Argelia. Agradezco su recibimiento. https://t.co/d1iHZZeUPA
marianorajoy||pp||El Gobierno español quiere seguir apoyando el proceso de transformación y diversificación económica de #Argelia. Nuestras empresas pueden aportar también su amplia experiencia.Clausura del Foro Económico Argelino - Español https://t.co/JQwWmVpZ6P
marianorajoy||pp||El Gobierno está determinado a combatir los actos vandálicos en Cataluña con todos los medios policiales y judiciales a su alcance: la ley se seguirá cumpliendo. El Parlamento autonómico debe elegir un presidente que pueda serlo. Confío en que pronto se recupere la normalidad. https://t.co/VoFQQVGBze
marianorajoy||pp||Los #PGE2018 son buenos para seguir favoreciendo la creación de empleo y el crecimiento económico de España. Daré la batalla para lograr su aprobación en las Cortes Generales. https://t.co/3B9jTRZIHo
marianorajoy||pp||Fruto del fructífero diálogo y la voluntad de liderazgo, firmamos con #Argelia acuerdos de cooperación científica, formación y energía, entre otros. https://t.co/dpLQ8Mm5Jb
marianorajoy||pp||#España mantiene una amistad sólida y estable con #Argelia, estamos satisfechos con un nivel de colaboración que queremos robustecer en beneficio de ambos países. https://t.co/Ze7H090Js1
marianorajoy||pp||Reunión plenaria. Trabajamos para intensificar los vínculos económicos, comerciales y de inversión con #Argelia. https://t.co/8dFKtLNpZd
marianorajoy||pp||Reunión con el primer ministro. Interés mutuo en reforzar las excelentes relaciones bilaterales entre dos socios fiables, #Argelia y #España. https://t.co/7cfgRMRmgw
marianorajoy||pp||Corona de flores en el Santuario de Los Mártires en #Argelia. Nuestro homenaje. https://t.co/NtdztfmBJn
marianorajoy||pp||Encuentro de bienvenida con el primer ministro de #Argelia. Agradecidos por su hospitalidad. https://t.co/ccWxZcpZ7Q
marianorajoy||pp||En #Argelia para celebrar la VII Reunión de Alto Nivel con un socio estratégico de primer orden para #España. https://t.co/iLQJGb0cLl
marianorajoy||pp||Superamos los 18,5 millones de afiliados a la Seguridad Social y la contratación indefinida sigue aumentando con fuerza. Buenos datos. Sigamos favoreciendo la creación de empleo. MR
marianorajoy||pp||2018 puede ser un buen año para la economía: prevemos un crecimiento del 2,7% y la creación de 475.000 empleos. Si mantenemos la política que funciona, habrá más empleo, más recaudación y más recursos para los servicios públicos. https://t.co/RWsmOUR591
marianorajoy||pp||Los #PGE2018 son buenos para toda España. Subimos el SMI, el salario de los funcionarios y hasta un 3% las pensiones; bajamos los impuestos y aprobamos medidas a favor de las familias. https://t.co/GkUe5OE6pp
marianorajoy||pp||El Gobierno está decidido a seguir favoreciendo la creación de empleo y a mejorar el Estado del Bienestar y las infraestructuras. Para lograrlo, es clave aprobar los #PGE2018. https://t.co/PdxIj9bTAL
marianorajoy||pp||El AVE es una infraestructura en la que #España es puntera y todos queremos que llegue a #Galicia cuanto antes. Seguimos avanzando, nuestro compromiso es firme. https://t.co/KwRfAsN5rX
sanchezcastejon||psoe||Al señor Rivera le digo, que en la vida no se puede soplar y sorber al mismo tiempo. O se está con la regeneración democrática o se apoya la corrupción del Partido Popular en Madrid. #AhoraMunicipalismo #HagamosUnPaísMejor https://t.co/XPRnl6b2Mc
sanchezcastejon||psoe||Cifuentes y Rajoy viven instalados en la mentira y por eso Rajoy, lo único que puede hacer, es apoyarla para que siga como presidenta de la Comunidad de Madrid. #AhoraMunicipalismo  #HagamosUnPaísMejor https://t.co/cyQIDTHY8Y
sanchezcastejon||psoe||Otros harán másteres en corrupción y engaño, pero suspenden en educación pública y en pensiones dignas. Le pido a Rajoy y a Cifuentes que en su caída no arrastren la ejemplaridad y el buen nombre de las instituciones de nuestro país. #AhoraMunicipalismo #HagamosUnPaísMejor https://t.co/UkyMh11TZD
sanchezcastejon||psoe||En directo, intervención en la clausura de la jornada de municipalismo del @PSOECantabria https://t.co/yLzAvOxZjn
sanchezcastejon||psoe||Como cada #14deabril, los socialistas rendimos tributo a nuestra memoria.“Con la República no prometo una era de felicidad, de ventura y de grandeza; pues la libertad no hace felices a los hombres, los hace simplemente hombres.” Manuel Azaña.  https://t.co/XZBsAT7R67
sanchezcastejon||psoe||Pedimos respeto a la legalidad internacional y las resoluciones de Naciones Unidas. Las víctimas del conflicto, siempre inocentes, necesitan del compromiso de la comunidad internacional a través del diálogo y la negociación que  permita poner fin a la guerra en Siria.
sanchezcastejon||psoe||Enhorabuena a Javier Fesser por su película Campeones. Una comedia entrañable, divertida e inspiradora de buenas cosas: equipo, amistad, inclusión, superación personal... Maravillosa! https://t.co/vuTszSbgYu
sanchezcastejon||psoe||Miles de personas mueren cada año en el Mediterráneo y miles se salvan gracias al trabajo de las ONGs. El Gobierno de Rajoy debe atender ya al barco de @openarms_fund y comprometerse con una política de cooperación y humanitaria digna en la UE. Hay que parar este drama. https://t.co/POv77eNeEN
sanchezcastejon||psoe||“En el caso del trasvase Tajo-Segura, el Gobierno ha perdido seis años para garantizar en la cuenca receptora una mayor disponibilidad de agua...” @CristinaNarbona nos habla de la urgente necesidad de una transición hidrológica. @el_pais https://t.co/Qdhu2uv5x6
sanchezcastejon||psoe||Nadie elige convertirse en refugiado. La solidaridad y la responsabilidad compartida entre países son las bases del sistema de asilo por el que los socialistas trabajamos en Europa. @Socialistas_PE @TheProgressives https://t.co/mJJ0ZIkgjL
sanchezcastejon||psoe||Siguiendo con preocupación la crecida del Ebro y sus consecuencias. Lo primero y más importante, es garantizar la seguridad y la protección de los habitantes de la ribera que sufren estas crecidas. https://t.co/SV0XZJuTz5
sanchezcastejon||psoe||Alzira es el ejemplo del compromiso socialista con la sanidad pública. Es mucha la gente que necesita al @PSOE y por toda esa gente vamos a trabajar sin descanso. #HagamosUnPaísMejor https://t.co/ZSWEtClwds
sanchezcastejon||psoe||Los ultimátums de Rivera parecen más bien caricias para el PP. Os dejo mi entrevista para @valenciaplaza 🗞https://t.co/jafZS2En95
sanchezcastejon||psoe||Algunos se empeñan en sacar másteres de corrupción y de engaño, pero suspenden las asignaturas de educación pública, sanidad pública, pensiones dignas e igualdad entre hombres y mujeres. Defienden lo suyo y a los suyos, que no es precisamente lo de la mayoría de los españoles. https://t.co/Wt8TJxKKUl
sanchezcastejon||psoe||Nuestro compromiso con la sanidad pública es firme. En cuanto lleguemos al Gobierno la vamos a blindar en nuestra Constitución como un derecho fundamental. Y derogaremos el RD de 2012 que expulsó de la sanidad a miles de ciudadanos y trabajadores, y abrió las puertas al copago. https://t.co/CUdyDcBXcZ
sanchezcastejon||psoe||Alzira es el símbolo de la buena política, de cumplir con la palabra dada, de la coherencia de un partido que puso en pie el Estado del Bienestar. Ha sido un éxito del conjunto de la ciudadanía el recuperar para todos lo que el PP puso en manos de unos pocos. Gracias @ximopuig https://t.co/3qsPVOQAHL
sanchezcastejon||psoe||En directo, acto desde la casa de la Cultura de Alzira (Valencia) https://t.co/PMbl1xod6r
sanchezcastejon||psoe||Suscribo el análisis que hace @BeatrizCorredor en este artículo. Sí, los madrileños llevamos muchos años sufriendo la falta de calidad ética de los representantes públicos.“Por la dignidad del pueblo de Madrid” @indpcom https://t.co/hD0P8Z7xYi
sanchezcastejon||psoe||¡Bravo! Damos un paso más en nuestro compromiso con la igualdad y el respeto a los derechos de todos y todas. https://t.co/4R1rSeYiqx
sanchezcastejon||psoe||El PP insulta a los estudiantes, engaña a padres y madres que se sacrifican en los estudios de sus hijos y se ríe de los abuelos, olvidando que muchos no pudieron estudiar. La mentira no puede presidir la CAM. Con un solo voto más devolveremos la dignidad a la política madrileña.
sanchezcastejon||psoe||Reunidos con @SaveChildrenEs. La lucha contra la pobreza infantil ha sido prioridad en nuestros presupuestos alternativos, destinamos 2.400 millones que beneficiarán a 2.300.000 menores en España. Esos niños y niñas merecen ser felices y crecer sin carencias. Hagámoslo posible. https://t.co/Vq2XRL9Jev
sanchezcastejon||psoe||La hipocresía de Rajoy le lleva a homenajear a las víctimas de la dictadura militar en Argentina, mientras aquí subvenciona a la Fundación Francisco Franco y se niega a financiar la Ley de Memoria Histórica. https://t.co/D6Lnamm9ZQ
sanchezcastejon||psoe||Hoy tenemos que lamentar y condenar un nuevo crimen machista, esta vez en Murcia. Todo nuestro apoyo y solidaridad a la familia y amigos de la víctima. Exigimos al Gobierno, una vez más, los recursos económicos comprometidos en el pacto contra la violencia de género.
sanchezcastejon||psoe||En el #DíaMundialDelPárkinson nos sumamos a la campaña de @ParkinsonFEP. Porque #Loquemásduele del Párkinson son algunas miradas, terminemos con los estigmas y trabajemos por una sociedad inclusiva. https://t.co/t8IWVAOVT6
sanchezcastejon||psoe||La Educación va ser un compromiso firme e inequívoco. Queremos aumentar el gasto en un 35%, que el número de becas llegue a los 300.000 estudiantes y crear 106.000 nuevas plazas para niños y niñas de 0 a 3 años.#HagamosUnPaísMejor https://t.co/L9h3MFPkO7
sanchezcastejon||psoe||Planteamos un aumento presupuestario de 8.000 millones de euros que beneficiarían directamente a 16 mill de personas, de los que 4 mill serían jóvenes. Ese incremento presupuestario vendría de eficiencia en el gasto público, fraude fiscal e imposición a las rentas más altas. https://t.co/lm9OhcgcdD
sanchezcastejon||psoe||Presentamos una alternativa presupuestaria ambiciosa, realista y que nos acerca a Europa. Planteamos un nuevo contrato social para que haya crecimiento, redistribución y una transición ecológica de la economía.#HagamosUnPaísMejor https://t.co/FQMpDOFLxE
sanchezcastejon||psoe||En directo, rueda de prensa tras la permanente de la CEF. Presentamos nuestra alternativa presupuestaria https://t.co/HVYFnNAx8W
sanchezcastejon||psoe||Los presupuestos de Rajoy, apoyados por Rivera, no son los que la gente necesita. Hoy, en la Comisión Ejecutiva Permanente del @PSOE, debatimos y aprobamos una alternativa presupuestaria que modernice nuestro aparato productivo y proteja al conjunto de la ciudadanía. https://t.co/XzM3pnGAUD
sanchezcastejon||psoe||Son los presupuestos del pasado, como este gobierno, que ya es pasado. Son los presupuestos que necesita Rajoy para mantenerse en el poder con el apoyo de Cs. Brillante @Adrilastra en la #SesióndeControl https://t.co/B7WRmzPn43
sanchezcastejon||psoe||“El tiempo ha demostrado que Ciudadanos se equivocó apoyando la investidura de Cifuentes”. Recomiendo la lectura de este artículo de @Adrilastra en @elconfidencial https://t.co/UU0DXnLLuK
sanchezcastejon||psoe||Nuestro respaldo al @AytoPinosPuente por detener el intento de censura que el PP ha tratado de imponer a la obra de Alberto San Juan. Ni un paso atrás en el derecho a la libertad de expresión, ni un ataque a nuestra cultura. https://t.co/PWJPNsV1lS
sanchezcastejon||psoe||Nuestra ley para la igualdad de trato y no discriminación remueve obstáculos que impiden el ejercicio de derechos. Hay que prevenir, combatir y sancionar cualquier manifestación discriminatoria o de odio. Una ley para todas y todos.#PorLaIgualdadDeTrato https://t.co/nj9FOGcVFR https://t.co/PWXBBFjiWr
sanchezcastejon||psoe||Carme fue pionera y abrió sendas. Por eso, su recuerdo está destinado a prevalecer y a crecer con el paso del tiempo. Como un ejemplo de compromiso político, socialista y humanista, con una sociedad mejor en la que puso todo su corazón. #1añoSinCarme https://t.co/v7fZ5By9Gs
sanchezcastejon||psoe||Contra aquellos que mutilan identidades y construyen elecciones mutuamente excluyentes, el catalanismo de Carme es una apelación a la pluralidad de la sociedad catalana y a su encaje posible en una España orgullosa de su diversidad. #1añoSinCarme https://t.co/zVHxvakEac
sanchezcastejon||psoe||Carme rompió un techo no ya de cristal, sino de hormigón armado, en la causa de la igualdad. La España que lucha por la justicia social y la igualdad no hubiera sido posible sin el compromiso político y humano de mujeres como Carme. #1añoSinCarme https://t.co/7w9qQ31vnK
sanchezcastejon||psoe||Quiero un sistema fiscal en el que quien más tenga contribuya más, pero sin tocar a la clase trabajadora. Os dejo mi entrevista en @expansioncom https://t.co/xOnWmQG8jj
sanchezcastejon||psoe||Con su petición de dimisión, lo único que hace Albert Rivera es trasladar al PP su voluntad de que en Madrid no gobierne Ángel Gabilondo.
sanchezcastejon||psoe||Ha sido un verdadero placer conversar con la expresidenta @dilmabr. Preocupado por la situación de Brasil. Confiamos en que pronto se recuperen la estabilidad institucional y social del país. https://t.co/M7JBDoX7Hy
sanchezcastejon||psoe||El entierro de Francisco Largo Caballero el 8 de abril de 1978 generó una de las concentraciones más grandes que vivió la España de la Transición.vía @nuevatribuna https://t.co/ttiTEyMAl5
sanchezcastejon||psoe||Conviene recordar que en el caso de Murcia, el PSOE presentó una moción de censura que Cs nunca apoyó. Esa moción no se materializó porque finalmente Pedro Antonio Sánchez dimitió. Esperamos que Cs no apoye en Madrid a ningún candidato del PP y sí a Ángel Gabilondo.
sanchezcastejon||psoe||La situación es insostenible. Hay que recuperar el prestigio y el buen nombre de la Comunidad de Madrid y de la Universidad Rey Juan Carlos. Rivera tiene que demostrar que su partido nació para regenerar la vida política y no para encubrir la corrupción del PP. https://t.co/9QIAGnhRUC
sanchezcastejon||psoe||Cifuentes no asistió a clase, no hizo exámenes, no hizo el TFM, se matriculó una vez comenzado el máster y no compareció ante ningún tribunal porque nunca existió. Cifuentes mintió y la mentira no puede presidir la Comunidad de Madrid. Quienes la apoyan están apoyando la mentira https://t.co/MGbr6AJhkZ
sanchezcastejon||psoe||Reunión conjunta en Coslada de la CEF y la Ejecutiva de @psoe_m. Los socialistas presentamos una moción de censura contra Cifuentes para recuperar la dignidad de unas instituciones que ha mancillado y sigue mancillando el Partido Popular. https://t.co/SwGmE2WFef
sanchezcastejon||psoe||Crimen machista en Blanes. Repulsa, indignación y dolor. Exigimos al Gobierno que no mire hacia otro lado y cumpla lo acordado en el pacto de Estado. Esta lucha debe ser una prioridad.#BastaYa https://t.co/cLn7LPfJsf
sanchezcastejon||psoe||🗞Cataluña, caso Cifuentes, encuestas... Muchos temas de actualidad política en esta entrevista con el @periodicoaragon https://t.co/g2llMTI2Cq
sanchezcastejon||psoe||Qué grande fue tu ejemplo y qué grande es el vacío. Te recordaremos siempre.#graciasCarme https://t.co/J3N2r4ESgG
sanchezcastejon||psoe||España, a semifinales. ¡Enhorabuena, equipazo! 🎾 #CopaDavis https://t.co/2JjaAg5Abh
sanchezcastejon||psoe||Rajoy y Rivera hacen un tándem perfecto: el PP mete la mano y Rivera les echa una manita. La moción de censura del @psoe_m se presenta para recuperar la dignidad institucional mancillada por el Partido Popular. https://t.co/B6lsab5dh5
sanchezcastejon||psoe||A Rajoy siempre le quedará Rivera. Cuando hace aguas, ahí estará Albert Rivera, tanto para aprobar unos presupuestos antisociales como para encubrir la corrupción, como es el caso de la Comunidad de Madrid. https://t.co/BTzqYKAICB
sanchezcastejon||psoe||Si Cifuentes acaba la legislatura como presidenta de la Comunidad de Madrid, será porque Rajoy y Rivera habrán mirado para otro lado y no la habrán hecho dimitir. https://t.co/94N0xfwgcA
sanchezcastejon||psoe||Felicidades al pueblo gitano en su día. Desde el @PSOE seguiremos trabajando juntos por la igualdad y para avanzar hacia la plena inclusión y la eliminación de todo tipo de discriminación. #DíaPuebloGitano https://t.co/tqJB4t80Ky
sanchezcastejon||psoe||Los funcionarios de Justicia piden en Santiago salidas para su conflicto tras dos meses de huelga. La justicia solo será útil si lo es para los usuarios. Tenéis todo nuestro apoyo. #Xustiza https://t.co/C0COolbtT6
sanchezcastejon||psoe||Terrible ataque en #Münster. Condolencias a los familiares de los fallecidos y toda la solidaridad con los heridos, deseándoles una pronta recuperación. Nuestro apoyo y cariño al pueblo alemán.
sanchezcastejon||psoe||Hoy me siento más orgulloso que nunca de ser militante del @psoe_m y no se me ocurre nadie mejor para representar un legado de trabajo, compromiso y generosidad, que Ángel Gabilondo.  #AhoraDecencia https://t.co/0p0NC4BF2K
sanchezcastejon||psoe||Esta moción no va contra ningún partido. Va contra una cultura política, una forma de hacer política que representa la señora Cifuentes. Esto no va de cálculos electorales, va de dignidad, de recuperar el buen nombre de las instituciones madrileñas. #AhoraDecencia https://t.co/bumc1KTY0P
sanchezcastejon||psoe||Rivera y Cifuentes tienen algo en común: dime de qué presumes y te diré de qué careces. Cifuentes no haría el máster, pero Rivera se está doctorando en cinismo. #AhoraDecencia https://t.co/bLWOPh9B9V
sanchezcastejon||psoe||Cristina Cifuentes representa la cultura del esfuerzo según el Partido Popular: pilla hasta que te pillen.  #AhoraDecencia https://t.co/s0EvoirCch
sanchezcastejon||psoe||Ya estamos en el Centro Cultural Conde Duque, en Madrid. 📡Podéis seguir en directo el Acto con la Ciudadanía: Moción de Censura a Cifuentes. #AhoraDecencia https://t.co/wEknYms54t
sanchezcastejon||psoe||¡Gracias, Mario! Para nosotros también es un regalo poder contar con jóvenes como tú. Bienvenido, compañero. https://t.co/nOHM1JbtDH
sanchezcastejon||psoe||Si no habéis podido seguir el encuentro digital sobre presupuestos os dejo aquí el enlace a mi web donde podéis  volver a verlo. 📲#HablamosDePGE https://t.co/DhEZxYTLqf
sanchezcastejon||psoe||Importante reunión con las asociaciones de jueces y fiscales. Escuchamos sus demandas sobre las medidas necesarias para mejorar la Administración de Justicia. No puede ser que por falta de medios, los juzgados y tribunales estén absolutamente atascados. https://t.co/k8EiTuFou1 https://t.co/1auTXUCIYS
sanchezcastejon||psoe||Reunidos para trabajar sobre nuestra Proposición de Ley integral para la igualdad de trato y la no discriminación. Se trata de una iniciativa que promueve, entre otras medidas, la eliminación de prácticas sociales discriminatorias. #AhoraIgualdadDeTrato https://t.co/qsMF8LWm25
sanchezcastejon||psoe||Aquí podéis ver la entrevista completa en los @Desayunos_tve. Gracias a @SergioMartinTVE y a todo el equipo del programa.#LDPedroSánchez https://t.co/iCVxEKbY7m
sanchezcastejon||psoe||Yo ya me presenté a un debate de investidura en 2016 y Podemos votó en contra. Aquello también fue una moción de censura al señor Rajoy. Hoy por hoy no descartamos nada.#LDPedroSánchez https://t.co/DHDVl7oz9a
sanchezcastejon||psoe||Cifuentes ha estado escondida y ahora está atrapada por sus mentiras. Apoyarla significa apoyar la mentira al frente de la Comunidad de Madrid. La moción de censura está justificada.#LDPedroSánchez https://t.co/4ndzACqWWH
sanchezcastejon||psoe||Vivimos en un Estado social y democrático de derecho y hay que respetar las decisiones del poder judicial. Lo que no puede hacer el Gobierno es esconderse detrás de las togas en lugar de ofrecer un horizonte de salida política en Catalunya.#LDPedroSánchez https://t.co/LOuPH7yygm
sanchezcastejon||psoe||Arrancamos este viernes en los @Desayunos_tve. En breve me entrevista @SergioMartinTVE. Puedes seguirnos en directo: https://t.co/ZLjqbomwxG#LDSánchez https://t.co/cxAyPDUeN0
sanchezcastejon||psoe||Ha sido interesante debatir con argumentos y propuestas sobre los #PGE2018 y el proyecto económico socialista. Gracias a @ricardodequerol y @AmadorAyora por participar en este encuentro digital. #HablamosDePGE https://t.co/g5jrJw70rx
sanchezcastejon||psoe||Cada minuto que pasa queda más claro que Cifuentes no acabó el máster y los socialistas vamos a intentar que no acabe esta legislatura como presidenta. Madrid necesita recuperar la normalidad.#HablamosDePGE https://t.co/iHoeHxGU8X
sanchezcastejon||psoe||La comunidad educativa ha reconocido como un gesto positivo el que nos levantáramos del pacto. Si el Gobierno nos dice que está dispuesto a un horizonte presupuestario del 5% no tendremos problemas en volver a sentarnos.#HablamosDePGE https://t.co/PBBQoK6WS3
sanchezcastejon||psoe||Estos presupuestos son ideológicos. No redistribuyen el crecimiento ni modernizan nuestro modelo productivo. Serán nocivos y lesivos para la clase trabajadora de nuestro país. Nuestra alternativa es distinta.#HablamosDePGE https://t.co/kR6H1cOM5l
sanchezcastejon||psoe||#HablamosdePGE en directo con @ricardodequerol, director de @CincoDiascom y @AmadorAyora, director de @elEconomistaes. https://t.co/6k8m1l5mZW
sanchezcastejon||psoe||Señor Rajoy ¿Le preocupan Las Kellys? Pase de las palabras a los hechos y apoye nuestra propuesta de ley para acabar con la explotación laboral que sufren muchos trabajadores y trabajadoras de subcontratas. https://t.co/Boisgh2vl8
sanchezcastejon||psoe||Los presupuestos del PP y Cs no cambian el rumbo, sino que ahondan en la desigualdad y la precariedad dando la espalda a quienes más lo necesitan. Esta tarde a las 19:30h os espero en directo con @ricardodequerol y @AmadorAyora para hablar de los presupuestos de las derechas. https://t.co/AtmL70BJLl
sanchezcastejon||psoe||“Los derechos no pueden ser objeto de pujas ni subastas”. Mi análisis sobre unos presupuestos antisociales, injustos y sin ambición de futuro.https://t.co/2V8bKgYUUD https://t.co/AAVpnme5Dq
sanchezcastejon||psoe||Acabo de reunirme con @equipoGabilondo y @conJoseMFranco a quienes he trasladado nuestro apoyo para que la Ejecutiva del @psoe_m presente una moción de censura contra Cristina Cifuentes. Damos el paso por responsabilidad con la ciudadanía y con las instituciones madrileñas.
sanchezcastejon||psoe||Hoy hemos analizado con @Societatcc la situación política que vive Catalunya. Los socialistas estamos muy preocupados por la crisis de gobernabilidad y deseamos que se abra cuando antes una legislatura autonomista para el 100% de los catalanes y catalanas. https://t.co/B2qrOF9juP
sanchezcastejon||psoe||Aquí os dejo la entrevista completa en @OndaCero_es: https://t.co/a5oMgAU2A4 Muchas gracias a @carlos__alsina y a todo el equipo de @MasDeUno #PedroSánchezEnOndaCero
sanchezcastejon||psoe||En el horizonte de 10 años la merma del poder adquisitivo de los pensionistas será de un 17%, un horizonte injusto y de precariedad del que es responsable este Gobierno. Mi compromiso es con una política económica más redistributiva y modernizadora.#PedroSánchezEnOndaCero
sanchezcastejon||psoe||Sentido de Estado no significa pensamiento único. El @PSOE no va a apoyar unos presupuestos ideológicos y antisociales. Estas cuentas son la confirmación de un fracaso.#PedroSánchezEnOndaCero https://t.co/4qcvMCHaXQ
sanchezcastejon||psoe||Cuanto más imposible parece el máster de la señora Cifuentes, más posible es la moción de censura. El @PSOE tiene claro que la mentira no puede presidir la Comunidad de Madrid. #PedroSánchezEnOndaCero
sanchezcastejon||psoe||🎙Ya en los estudios de @OndaCero_es. En breves minutos @carlos__alsina me entrevista en el programa @MasDeUno ▶️https://t.co/jOnE2ra8WC#PedroSánchezEnOndaCero https://t.co/rLvevHrMSy
sanchezcastejon||psoe||🎙Mañana a partir de las 09:00h analizaré la actualidad política con @carlos__alsina en @MasDeUno. Nos oímos en @OndaCero_es https://t.co/QjlNGCfGHy
sanchezcastejon||psoe||Muchos países han aprobado normativas que refuerzan los derechos digitales. España no puede quedar atrás. El PSOE va a proponer el reconocimiento de derechos como el acceso universal, la desconexión digital en el ámbito laboral o la protección del menor. #AhoraDerechosDigitales https://t.co/uD9J3UgA3h
sanchezcastejon||psoe||O no se dan cuenta de que están en peligro las vidas de muchas mujeres o es que les da lo mismo. El Pacto de Estado contra la Violencia de Género no era esto.https://t.co/ruiLSNGV8b
sanchezcastejon||psoe||Reunido con miembros de la Ejecutiva y del equipo económico del @PSOE para analizar el anteproyecto de ley de #PGE2018. Sobran razones para rechazar unos Presupuestos insolidarios que atacan con dureza al Estado del Bienestar.#SinPersonasNoHayPresupuestos https://t.co/IjHF5QbdiG
sanchezcastejon||psoe||Otro año más y una misma imagen: la del ministro Montoro con su pendrive y su sonrisa. Otro año más, desigualdad, precariedad y hachazo a los servicios públicos. El @PSOE dice “no” a estos presupuestos antisociales.#MarmotaPresupuestaria #SinPersonasNoHayPresupuestos https://t.co/7OMdwlU6EL
sanchezcastejon||psoe||El PP siempre ha visto en la salud una oportunidad de negocio. Para nosotros es un derecho fundamental. Escribe la compañera @luisacarcedo en @eldiarioes https://t.co/LZtCJxRF2g
sanchezcastejon||psoe||Hoy le ha tocado a nuestra sede de Castelló de la Plana sufrir el acoso de los intolerantes. Mi condena por este acto lamentable y todo mi apoyo a los compañeros y compañeras del @PSPV_CS. https://t.co/p65PPkLxlt
sanchezcastejon||psoe||Si nos quedamos en el país del 38%, como pretende este Gobierno, jamás podremos financiar un buen Estado del Bienestar. Interesante artículo de @dfuentescastro en @a_publica https://t.co/d0wApPWp3f
sanchezcastejon||psoe||Decimos NO a unos Presupuestos ideológicos y antisociales. Dos padres, PP y Cs, y un objetivo: recortes para los trabajadores, mujeres, jóvenes y pensionistas. Rivera da la mano a Rajoy y la espalda al cambio.#SinPersonasNoHayPresupuestoshttps://t.co/IBNGQ1SU9B
sanchezcastejon||psoe||El Estado solo gastó 3 de cada 10 euros presupuestados para I+D+I en 2017. Ni siquiera el crecimiento de nuestra economía ha hecho que este Gobierno y su socio corrijan su constante ninguneo a la investigación y la ciencia.https://t.co/he3ibR0IhK https://t.co/gWL28L4z63
sanchezcastejon||psoe||Hasta ahora Cifuentes se ha escondido y ha amenazado a través de querellas a los medios. Esta semana tiene la oportunidad de explicarse y de aclarar su expediente académico. Si no lo hace, el @PSOE actuará en consecuencia. Todas las opciones están abiertas. https://t.co/7nkodEGZfr
sanchezcastejon||psoe||Los #PGE2018 no son creíbles, atacan al Estado del Bienestar y no defienden ni a las mujeres, ni a los trabajadores, ni a los parados, ni a los jóvenes. Si algo demuestran es que PP y Cs son lo mismo pero con distinto nombre.#SinPersonasNoHayPresupuestos https://t.co/5HuT9fjhH6
sanchezcastejon||psoe||Son unos #PGE18 ideológicos que pretenden consolidar un Estado social “low cost”: recortes y ajustes por la vía del gasto público. Son además un ataque a la educación, la sanidad, la dependencia y las pensiones, perpetuando la dictadura del 0,25%.#SinPersonasNoHayPresupuestos https://t.co/tamjuvkXdg
sanchezcastejon||psoe||Los #PGE2018 son continuistas, no sociales y coherentes con la política de recortes del PP. Consolidan la desigualdad y la precariedad; un crecimiento sin derechos.#SinPersonasNoHayPresupuestos https://t.co/sxD5KsbTCn
sanchezcastejon||psoe||En directo, desde Ferraz, rueda de prensa para valorar la actualidad política https://t.co/K4i02Rxwhu
sanchezcastejon||psoe||Derribar las barreras significa garantizar sus derechos y necesidades en el ámbito de la salud y de la educación. Trabajemos por una sociedad más accesible para las personas con #TEA.#DíaMundialAutismo #RompamosBarreras https://t.co/O3Lc37FFgR
sanchezcastejon||psoe||El señor Rajoy y el señor Rivera no terminan de entender que las pensiones son un derecho, no una mercancía con la que chantajear a millones de pensionistas. UGT denuncia que los presupuestos para 2018 "ningunean" a los pensionistas  @lavanguardia https://t.co/gQKplbcwKe
sanchezcastejon||psoe||Nuestra rotunda condena. La violencia nunca es la respuesta ni es el camino. Todo el apoyo y la solidaridad con nuestros compañeros y compañeras de @socialistes_cat. https://t.co/EmhCnfgmdh
